# v  f0  f1x  f0*v^2  0.5*me*f1x*v^5
7.59057e+07 7.62357e-12 3.81017e-15 43924.6 0.00437297
7.58919e+07 7.7482e-12 3.92711e-15 44626.4 0.00450309
7.58781e+07 7.87396e-12 4.04611e-15 45334.2 0.00463532
7.58643e+07 8.00086e-12 4.16718e-15 46048 0.00476967
7.58504e+07 8.1289e-12 4.29033e-15 46767.9 0.00490615
7.58366e+07 8.25811e-12 4.41559e-15 47494 0.00504479
7.58228e+07 8.38848e-12 4.54296e-15 48226.2 0.00518558
7.58089e+07 8.52004e-12 4.67248e-15 48964.6 0.00532854
7.57951e+07 8.65279e-12 4.80414e-15 49709.3 0.00547369
7.57812e+07 8.78675e-12 4.93798e-15 50460.4 0.00562104
7.57673e+07 8.92192e-12 5.07401e-15 51217.9 0.00577059
7.57534e+07 9.05831e-12 5.21224e-15 51981.9 0.00592237
7.57396e+07 9.19595e-12 5.35269e-15 52752.4 0.00607639
7.57257e+07 9.33484e-12 5.49538e-15 53529.4 0.00623265
7.57118e+07 9.47498e-12 5.64033e-15 54313.2 0.00639118
7.56978e+07 9.61641e-12 5.78756e-15 55103.6 0.00655199
7.56839e+07 9.75912e-12 5.93708e-15 55900.8 0.00671508
7.567e+07 9.90312e-12 6.08892e-15 56704.8 0.00688048
7.56561e+07 1.00484e-11 6.24309e-15 57515.7 0.00704819
7.56421e+07 1.01951e-11 6.3996e-15 58333.5 0.00721824
7.56282e+07 1.03431e-11 6.55849e-15 59158.4 0.00739063
7.56142e+07 1.04924e-11 6.71976e-15 59990.3 0.00756538
7.56002e+07 1.06431e-11 6.88344e-15 60829.4 0.00774251
7.55863e+07 1.07951e-11 7.04955e-15 61675.7 0.00792202
7.55723e+07 1.09486e-11 7.2181e-15 62529.3 0.00810393
7.55583e+07 1.11034e-11 7.38912e-15 63390.2 0.00828826
7.55443e+07 1.12597e-11 7.56263e-15 64258.5 0.00847503
7.55303e+07 1.14174e-11 7.73864e-15 65134.3 0.00866424
7.55163e+07 1.15765e-11 7.91717e-15 66017.6 0.00885591
7.55023e+07 1.17371e-11 8.09826e-15 66908.5 0.00905006
7.54882e+07 1.18992e-11 8.2819e-15 67807.1 0.00924669
7.54742e+07 1.20627e-11 8.46814e-15 68713.5 0.00944584
7.54602e+07 1.22277e-11 8.65699e-15 69627.7 0.00964751
7.54461e+07 1.23943e-11 8.84846e-15 70549.8 0.00985171
7.54321e+07 1.25624e-11 9.04259e-15 71479.8 0.0100585
7.5418e+07 1.2732e-11 9.23939e-15 72417.9 0.0102678
7.54039e+07 1.29031e-11 9.43888e-15 73364 0.0104797
7.53898e+07 1.30759e-11 9.64109e-15 74318.4 0.0106942
7.53757e+07 1.32502e-11 9.84604e-15 75281 0.0109114
7.53616e+07 1.34261e-11 1.00537e-14 76252 0.0111311
7.53475e+07 1.36037e-11 1.02642e-14 77231.4 0.0113535
7.53334e+07 1.37828e-11 1.04775e-14 78219.2 0.0115786
7.53193e+07 1.39636e-11 1.06937e-14 79215.7 0.0118064
7.53052e+07 1.41461e-11 1.09126e-14 80220.7 0.0120369
7.5291e+07 1.43303e-11 1.11345e-14 81234.5 0.01227
7.52769e+07 1.45161e-11 1.13592e-14 82257.1 0.012506
7.52627e+07 1.47037e-11 1.15869e-14 83288.6 0.0127446
7.52486e+07 1.4893e-11 1.18175e-14 84329 0.0129861
7.52344e+07 1.5084e-11 1.20511e-14 85378.5 0.0132303
7.52202e+07 1.52768e-11 1.22877e-14 86437.2 0.0134773
7.5206e+07 1.54713e-11 1.25273e-14 87505 0.0137272
7.51918e+07 1.56677e-11 1.277e-14 88582.1 0.0139799
7.51776e+07 1.58659e-11 1.30157e-14 89668.7 0.0142354
7.51634e+07 1.60659e-11 1.32645e-14 90764.7 0.0144939
7.51492e+07 1.62677e-11 1.35165e-14 91870.2 0.0147552
7.5135e+07 1.64714e-11 1.37715e-14 92985.4 0.0150194
7.51207e+07 1.6677e-11 1.40298e-14 94110.4 0.0152866
7.51065e+07 1.68845e-11 1.42913e-14 95245.1 0.0155567
7.50922e+07 1.70939e-11 1.45559e-14 96389.8 0.0158298
7.5078e+07 1.73052e-11 1.48239e-14 97544.5 0.0161059
7.50637e+07 1.75185e-11 1.50951e-14 98709.3 0.016385
7.50494e+07 1.77338e-11 1.53696e-14 99884.3 0.0166671
7.50352e+07 1.79511e-11 1.56475e-14 101070 0.0169523
7.50209e+07 1.81704e-11 1.59287e-14 102265 0.0172405
7.50066e+07 1.83917e-11 1.62133e-14 103471 0.0175318
7.49923e+07 1.8615e-11 1.65013e-14 104688 0.0178263
7.4978e+07 1.88405e-11 1.67928e-14 105915 0.0181238
7.49636e+07 1.9068e-11 1.70877e-14 107154 0.0184245
7.49493e+07 1.92977e-11 1.73861e-14 108403 0.0187284
7.4935e+07 1.95294e-11 1.76881e-14 109663 0.0190354
7.49206e+07 1.97634e-11 1.79936e-14 110934 0.0193457
7.49062e+07 1.99995e-11 1.83028e-14 112216 0.0196592
7.48919e+07 2.02378e-11 1.86155e-14 113509 0.019976
7.48775e+07 2.04783e-11 1.89319e-14 114814 0.0202961
7.48631e+07 2.0721e-11 1.9252e-14 116131 0.0206194
7.48487e+07 2.0966e-11 1.95758e-14 117459 0.0209461
7.48343e+07 2.12133e-11 1.99034e-14 118798 0.0212761
7.48199e+07 2.14629e-11 2.02347e-14 120150 0.0216094
7.48055e+07 2.17149e-11 2.05698e-14 121513 0.0219461
7.47911e+07 2.19691e-11 2.09088e-14 122889 0.0222863
