# v  f0  f1x  f0*v^2  0.5*me*f1x*v^5
696.56 5.01096e-18 7.84016e-24 2.43129e-12 6.42817e-10
696.542 5.03992e-18 9.5232e-24 2.44522e-12 7.80709e-10
696.524 5.06891e-18 1.12241e-23 2.45916e-12 9.20032e-10
696.506 5.09794e-18 1.29429e-23 2.47312e-12 1.06079e-09
696.488 5.12701e-18 1.46797e-23 2.48709e-12 1.20297e-09
696.47 5.15612e-18 1.64344e-23 2.50108e-12 1.34659e-09
696.453 5.18526e-18 1.8207e-23 2.51509e-12 1.49165e-09
696.435 5.21444e-18 1.99976e-23 2.52912e-12 1.63814e-09
696.417 5.24366e-18 2.18062e-23 2.54316e-12 1.78606e-09
696.399 5.27292e-18 2.36329e-23 2.55722e-12 1.93543e-09
696.381 5.30222e-18 2.54775e-23 2.57129e-12 2.08623e-09
696.363 5.33155e-18 2.73402e-23 2.58538e-12 2.23847e-09
696.345 5.36092e-18 2.9221e-23 2.59949e-12 2.39215e-09
696.327 5.39033e-18 3.11199e-23 2.61362e-12 2.54728e-09
696.31 5.41978e-18 3.30369e-23 2.62776e-12 2.70384e-09
696.292 5.44927e-18 3.49721e-23 2.64192e-12 2.86185e-09
696.274 5.47879e-18 3.69254e-23 2.6561e-12 3.02131e-09
696.256 5.50835e-18 3.88968e-23 2.6703e-12 3.18221e-09
696.238 5.53796e-18 4.08865e-23 2.68451e-12 3.34456e-09
696.22 5.56759e-18 4.28944e-23 2.69874e-12 3.50835e-09
696.202 5.59727e-18 4.49205e-23 2.71298e-12 3.6736e-09
696.184 5.62699e-18 4.69648e-23 2.72725e-12 3.84029e-09
696.166 5.65675e-18 4.90275e-23 2.74153e-12 4.00844e-09
696.149 5.68654e-18 5.11084e-23 2.75583e-12 4.17803e-09
696.131 5.71637e-18 5.32076e-23 2.77014e-12 4.34908e-09
696.113 5.74624e-18 5.53252e-23 2.78447e-12 4.52159e-09
696.095 5.77615e-18 5.74611e-23 2.79882e-12 4.69555e-09
696.077 5.8061e-18 5.96154e-23 2.81319e-12 4.87096e-09
696.059 5.83609e-18 6.17881e-23 2.82757e-12 5.04784e-09
696.041 5.86612e-18 6.39792e-23 2.84198e-12 5.22617e-09
696.023 5.89618e-18 6.61887e-23 2.8564e-12 5.40596e-09
696.005 5.92629e-18 6.84167e-23 2.87083e-12 5.58721e-09
695.987 5.95643e-18 7.06632e-23 2.88529e-12 5.76992e-09
695.97 5.98661e-18 7.29281e-23 2.89976e-12 5.9541e-09
695.952 6.01684e-18 7.52116e-23 2.91425e-12 6.13974e-09
695.934 6.0471e-18 7.75135e-23 2.92875e-12 6.32684e-09
695.916 6.0774e-18 7.98341e-23 2.94328e-12 6.51541e-09
695.898 6.10774e-18 8.21732e-23 2.95782e-12 6.70545e-09
695.88 6.13812e-18 8.45309e-23 2.97238e-12 6.89695e-09
695.862 6.16854e-18 8.69072e-23 2.98695e-12 7.08992e-09
695.844 6.19899e-18 8.93022e-23 3.00155e-12 7.28437e-09
695.826 6.22949e-18 9.17158e-23 3.01616e-12 7.48028e-09
695.808 6.26003e-18 9.41481e-23 3.03079e-12 7.67767e-09
695.79 6.29061e-18 9.6599e-23 3.04544e-12 7.87653e-09
695.772 6.32122e-18 9.90687e-23 3.0601e-12 8.07686e-09
695.755 6.35188e-18 1.01557e-22 3.07478e-12 8.27867e-09
695.737 6.38258e-18 1.04064e-22 3.08948e-12 8.48196e-09
695.719 6.41331e-18 1.0659e-22 3.1042e-12 8.68672e-09
695.701 6.44409e-18 1.09135e-22 3.11894e-12 8.89296e-09
695.683 6.47491e-18 1.11699e-22 3.13369e-12 9.10069e-09
695.665 6.50576e-18 1.14281e-22 3.14846e-12 9.30989e-09
695.647 6.53666e-18 1.16882e-22 3.16325e-12 9.52057e-09
695.629 6.5676e-18 1.19502e-22 3.17806e-12 9.73274e-09
695.611 6.59857e-18 1.22141e-22 3.19288e-12 9.94639e-09
695.593 6.62959e-18 1.24799e-22 3.20773e-12 1.01615e-08
695.575 6.66065e-18 1.27476e-22 3.22259e-12 1.03782e-08
695.557 6.69175e-18 1.30172e-22 3.23747e-12 1.05963e-08
695.539 6.72289e-18 1.32887e-22 3.25236e-12 1.08159e-08
695.521 6.75407e-18 1.35621e-22 3.26728e-12 1.10369e-08
695.503 6.78528e-18 1.38374e-22 3.28221e-12 1.12595e-08
695.485 6.81655e-18 1.41146e-22 3.29716e-12 1.14836e-08
695.468 6.84785e-18 1.43937e-22 3.31213e-12 1.17092e-08
695.45 6.87919e-18 1.46747e-22 3.32712e-12 1.19362e-08
695.432 6.91057e-18 1.49576e-22 3.34213e-12 1.21648e-08
695.414 6.94199e-18 1.52424e-22 3.35715e-12 1.23948e-08
695.396 6.97346e-18 1.55292e-22 3.37219e-12 1.26264e-08
695.378 7.00496e-18 1.58178e-22 3.38725e-12 1.28594e-08
695.36 7.03651e-18 1.61084e-22 3.40233e-12 1.3094e-08
695.342 7.06809e-18 1.64009e-22 3.41743e-12 1.333e-08
695.324 7.09972e-18 1.66953e-22 3.43254e-12 1.35675e-08
695.306 7.13139e-18 1.69917e-22 3.44767e-12 1.38066e-08
695.288 7.1631e-18 1.729e-22 3.46283e-12 1.40471e-08
695.27 7.19485e-18 1.75902e-22 3.47799e-12 1.42892e-08
695.252 7.22665e-18 1.78923e-22 3.49318e-12 1.45328e-08
695.234 7.25848e-18 1.81964e-22 3.50839e-12 1.47778e-08
695.216 7.29036e-18 1.85024e-22 3.52361e-12 1.50244e-08
695.198 7.32227e-18 1.88104e-22 3.53886e-12 1.52725e-08
695.18 7.35423e-18 1.91202e-22 3.55412e-12 1.55221e-08
695.162 7.38623e-18 1.94321e-22 3.5694e-12 1.57732e-08
695.144 7.41828e-18 1.97458e-22 3.5847e-12 1.60258e-08
695.126 7.45036e-18 2.00616e-22 3.60002e-12 1.628e-08
695.108 7.48248e-18 2.03792e-22 3.61535e-12 1.65356e-08
695.09 7.51465e-18 2.06989e-22 3.63071e-12 1.67928e-08
695.072 7.54686e-18 2.10204e-22 3.64608e-12 1.70515e-08
695.054 7.57911e-18 2.1344e-22 3.66147e-12 1.73117e-08
695.036 7.61141e-18 2.16695e-22 3.67688e-12 1.75734e-08
695.018 7.64374e-18 2.19969e-22 3.69231e-12 1.78366e-08
695 7.67612e-18 2.23263e-22 3.70776e-12 1.81014e-08
694.982 7.70854e-18 2.26577e-22 3.72323e-12 1.83677e-08
694.964 7.741e-18 2.2991e-22 3.73871e-12 1.86355e-08
694.946 7.7735e-18 2.33263e-22 3.75422e-12 1.89048e-08
694.928 7.80605e-18 2.36636e-22 3.76974e-12 1.91757e-08
694.91 7.83864e-18 2.40028e-22 3.78528e-12 1.94481e-08
694.892 7.87127e-18 2.43441e-22 3.80084e-12 1.9722e-08
694.874 7.90394e-18 2.46873e-22 3.81642e-12 1.99975e-08
694.856 7.93666e-18 2.50324e-22 3.83202e-12 2.02744e-08
694.838 7.96942e-18 2.53796e-22 3.84764e-12 2.05529e-08
694.82 8.00222e-18 2.57287e-22 3.86328e-12 2.0833e-08
694.802 8.03507e-18 2.60799e-22 3.87893e-12 2.11146e-08
694.784 8.06795e-18 2.6433e-22 3.89461e-12 2.13977e-08
694.766 8.10088e-18 2.67881e-22 3.9103e-12 2.16823e-08
694.748 8.13386e-18 2.71452e-22 3.92601e-12 2.19685e-08
694.73 8.16687e-18 2.75043e-22 3.94174e-12 2.22563e-08
694.712 8.19993e-18 2.78654e-22 3.95749e-12 2.25455e-08
694.694 8.23303e-18 2.82285e-22 3.97326e-12 2.28363e-08
694.676 8.26618e-18 2.85936e-22 3.98905e-12 2.31287e-08
694.658 8.29937e-18 2.89606e-22 4.00486e-12 2.34226e-08
694.64 8.3326e-18 2.93297e-22 4.02069e-12 2.3718e-08
694.622 8.36587e-18 2.97008e-22 4.03654e-12 2.4015e-08
694.604 8.39919e-18 3.0074e-22 4.0524e-12 2.43135e-08
694.586 8.43255e-18 3.04491e-22 4.06829e-12 2.46136e-08
694.568 8.46596e-18 3.08262e-22 4.08419e-12 2.49152e-08
694.55 8.49941e-18 3.12054e-22 4.10012e-12 2.52184e-08
694.532 8.5329e-18 3.15865e-22 4.11606e-12 2.55232e-08
694.514 8.56644e-18 3.19697e-22 4.13202e-12 2.58294e-08
694.496 8.60002e-18 3.2355e-22 4.148e-12 2.61373e-08
694.478 8.63364e-18 3.27422e-22 4.16401e-12 2.64467e-08
694.46 8.66731e-18 3.31315e-22 4.18003e-12 2.67576e-08
694.442 8.70102e-18 3.35228e-22 4.19607e-12 2.70701e-08
694.424 8.73478e-18 3.39161e-22 4.21213e-12 2.73842e-08
694.406 8.76858e-18 3.43115e-22 4.22821e-12 2.76998e-08
694.388 8.80242e-18 3.47089e-22 4.24431e-12 2.8017e-08
694.37 8.83631e-18 3.51083e-22 4.26042e-12 2.83358e-08
694.352 8.87024e-18 3.55098e-22 4.27656e-12 2.86561e-08
694.334 8.90422e-18 3.59133e-22 4.29272e-12 2.8978e-08
694.316 8.93824e-18 3.63189e-22 4.3089e-12 2.93014e-08
694.298 8.9723e-18 3.67265e-22 4.32509e-12 2.96264e-08
694.28 9.00641e-18 3.71362e-22 4.34131e-12 2.9953e-08
694.262 9.04057e-18 3.75479e-22 4.35755e-12 3.02811e-08
694.244 9.07476e-18 3.79617e-22 4.3738e-12 3.06109e-08
694.226 9.10901e-18 3.83775e-22 4.39008e-12 3.09421e-08
694.208 9.1433e-18 3.87954e-22 4.40638e-12 3.1275e-08
694.19 9.17763e-18 3.92154e-22 4.42269e-12 3.16094e-08
694.172 9.21201e-18 3.96374e-22 4.43903e-12 3.19455e-08
694.154 9.24643e-18 4.00615e-22 4.45538e-12 3.2283e-08
694.136 9.2809e-18 4.04876e-22 4.47176e-12 3.26222e-08
694.117 9.31541e-18 4.09158e-22 4.48815e-12 3.2963e-08
